poi_id,lat,lon,cell_site_dist,4G_coverage,is_connected,is_visible,num_visible,fiber_length_1km,mst_solution_1km,fiber_length_2km,mst_solution_2km,fiber_length_3km,mst_solution_3km,fiber_length_4km,mst_solution_4km,fiber_length_5km,mst_solution_5km,fiber_length_6km,mst_solution_6km,fiber_length_7km,mst_solution_7km,fiber_length_8km,mst_solution_8km,fiber_length_9km,mst_solution_9km,fiber_length_10km,mst_solution_10km,fiber_length_11km,mst_solution_11km,fiber_length_12km,mst_solution_12km,fiber_length_13km,mst_solution_13km,fiber_length_14km,mst_solution_14km,fiber_length_15km,mst_solution_15km,technology_1km,technology_2km,technology_3km,technology_4km,technology_5km,technology_6km,technology_7km,technology_8km,technology_9km,technology_10km,technology_11km,technology_12km,technology_13km,technology_14km,technology_15km
775b863e-688e-45e8-b12e-956a3144bd35,38.98212655,1.408712151,902,0.0,0,True,3,,0.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,1.577483,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
77e031da-1d23-48c2-853e-25d1830dabd1,39.02280274,1.455433486,2471,0.0,0,True,3,,0.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,1.123699,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
798ec30c-be58-4b93-9ebb-e6979cf73336,38.90393963,1.301800572,2534,0.0,0,True,2,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,0.727908,1.0,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
79f29263-c10b-4508-bd87-ad42c04be0d4,38.98630403,1.485837838,3741,0.0,0,True,3,,0.0,,0.0,2.057248,1.0,2.057248,1.0,2.057248,1.0,2.057248,1.0,2.057248,1.0,2.057248,1.0,2.057248,1.0,2.057248,1.0,2.057248,1.0,2.057248,1.0,2.057248,1.0,2.057248,1.0,2.057248,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
7a4e4050-b3db-43ab-b487-a7df597ea8ce,38.9531428,1.386549067,254,0.0,0,True,3,,0.0,,0.0,0.946938,1.0,0.946938,1.0,0.946938,1.0,0.946938,1.0,0.946938,1.0,0.946938,1.0,0.946938,1.0,0.946938,1.0,0.946938,1.0,0.946938,1.0,0.946938,1.0,0.946938,1.0,0.946938,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
7e46c9a8-b75f-4513-8418-4fb058a32b0f,39.05158039,1.337051623,1410,0.0,0,True,3,,0.0,,0.0,,0.0,3.531355,1.0,3.531355,1.0,3.531355,1.0,3.531355,1.0,3.531355,1.0,3.531355,1.0,3.531355,1.0,3.531355,1.0,3.531355,1.0,3.531355,1.0,3.531355,1.0,3.531355,1.0,Additional P2P microwave,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
7e7edbb0-41db-4dda-b507-37cb0493d1fa,39.05072478,1.581172796,1523,0.0,0,True,2,,0.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,1.3224500000000001,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
80995085-677e-40c5-a7eb-3e6be9c04193,38.86889715,1.259268392,336,0.0,0,True,2,,0.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,1.3032940000000002,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
8212c26b-ccf0-4c70-8c8b-0bd759f2cbff,38.90089976,1.30925045,3042,0.0,0,True,1,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,0.621536,1.0,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
85495887-5439-4f49-82a9-8e0a031b9dc4,38.89004912,1.230029032,1287,0.0,0,True,2,,0.0,,0.0,2.409917,1.0,2.409917,1.0,2.409917,1.0,2.409917,1.0,2.409917,1.0,2.409917,1.0,2.409917,1.0,2.409917,1.0,2.409917,1.0,2.409917,1.0,2.409917,1.0,2.409917,1.0,2.409917,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
867858ee-0194-44a4-9131-e0521a37c6e6,38.90081458,1.288493327,2915,0.0,0,True,3,,0.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,1.117439,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
8955c08a-d3a8-4dd0-872a-09489285a97a,38.95790439,1.509104011,1381,0.0,0,False,0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,0.154745,1.0,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
8c0900aa-9916-48a2-81a7-783bb859d57c,38.90932032,1.276045852,2576,0.0,0,True,3,,0.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,0.279116,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
8d7cbf69-616c-435f-a1bf-b46db1f2b1a2,38.86260202,1.244596552,1160,0.0,0,False,0,,0.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,0.315774,1.0,Satellite,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
8dc18b71-d2aa-4396-aed1-3918a7c78302,39.08134747,1.540372474,1463,0.0,0,True,1,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,0.932495,1.0,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
9197581a-d64d-40ee-964b-f6c1822fd28f,38.97918087,1.408158651,979,0.0,0,True,3,,0.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,0.33102,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
955bca73-4483-45af-ae38-adddd0751bf7,38.9785459,1.444245643,551,0.0,0,True,3,,0.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,1.703232,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
96f84def-7438-4e29-b45b-3368a83544ca,38.98795524,1.540723947,465,1.0,0,True,3,,0.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,0.88928,1.0,Existing cellular,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
9b09549f-3f66-4a26-beda-db793cd49363,38.96195614,1.246525267,1675,1.0,0,True,1,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,0.907537,1.0,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
9be3e912-c023-4888-847f-f74ab5085a94,38.85313758,1.398807221,1319,0.0,0,True,3,,0.0,,0.0,2.3684380000000003,1.0,2.3684380000000003,1.0,2.3684380000000003,1.0,2.3684380000000003,1.0,2.3684380000000003,1.0,2.3684380000000003,1.0,2.3684380000000003,1.0,2.3684380000000003,1.0,2.3684380000000003,1.0,2.3684380000000003,1.0,2.3684380000000003,1.0,2.3684380000000003,1.0,2.3684380000000003,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
9c0cf673-558f-47f4-b008-68872ebfd0a1,38.97524865,1.515630846,1026,0.0,0,True,3,,0.0,,0.0,2.009449,1.0,2.009449,1.0,2.009449,1.0,2.009449,1.0,2.009449,1.0,2.009449,1.0,2.009449,1.0,2.009449,1.0,2.009449,1.0,2.009449,1.0,2.009449,1.0,2.009449,1.0,2.009449,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
9dc15aa9-7e95-4b6f-ac9e-1b891c458ea5,38.86134812,1.247868859,1052,0.0,0,True,3,,0.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,1.2956500000000002,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
a11c1795-c1ad-4000-8ddf-23879414c25d,38.90165325,1.262128614,2040,0.0,0,True,3,,0.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,1.313787,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
a7a55e1e-6078-4457-89fd-ab69814da42e,39.01508425,1.57884222,2167,0.0,0,True,2,,0.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,1.2518479999999998,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
a877cb39-2290-48c3-b6a6-0f4feaf0146a,38.99388465,1.533819114,1254,1.0,0,True,3,,0.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,1.339653,1.0,Existing cellular,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
ae0ccc6e-5f91-4a58-a60b-68e8ebcdc797,38.95676889,1.323312356,462,0.0,0,True,3,,0.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,1.011423,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
b32e5cdd-cc23-4748-9c61-c62201237bf6,38.90931426,1.295383013,1893,0.0,0,False,0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,0.8157960000000001,1.0,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
b4129fb7-6eff-4f64-9302-d56ca0ffd434,38.85567112,1.371649766,639,0.0,0,True,3,,0.0,,0.0,2.831498,1.0,2.831498,1.0,2.831498,1.0,2.831498,1.0,2.831498,1.0,2.831498,1.0,2.831498,1.0,2.831498,1.0,2.831498,1.0,2.831498,1.0,2.831498,1.0,2.831498,1.0,2.831498,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
ba2f6994-38f1-4619-a7ee-4c6569749c21,38.99384263,1.443218896,896,0.0,0,True,3,,0.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,1.3956769999999998,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
bbd7b668-8b8e-4b87-ac89-64a54c379f53,38.9574601,1.507408008,1510,0.0,0,False,0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,0.606381,1.0,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
be8f9691-55af-4940-97d8-10d548687c18,39.01717741,1.540936116,176,1.0,0,True,3,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,0.508312,1.0,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
c30b6800-1281-4cee-8dd9-ba3e5c5802fd,39.01812244,1.564889899,985,0.0,0,True,3,,0.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,1.180186,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
c397425a-2403-401c-a663-74d40571c94a,38.99706412,1.321503371,1183,0.0,0,True,3,,0.0,,0.0,1.615895,1.0,1.615895,1.0,1.615895,1.0,1.615895,1.0,1.615895,1.0,1.615895,1.0,1.615895,1.0,1.615895,1.0,1.615895,1.0,1.615895,1.0,1.615895,1.0,1.615895,1.0,1.615895,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
c571aaff-74e9-41d4-8e51-e0aab8fffe1f,38.95906283,1.315454383,535,0.0,0,True,3,,0.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,0.725749,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
c961624c-546e-4375-8360-6d75bc188022,39.06210527,1.34637954,355,0.0,0,False,0,,0.0,,0.0,,0.0,1.420681,1.0,1.420681,1.0,1.420681,1.0,1.420681,1.0,1.420681,1.0,1.420681,1.0,1.420681,1.0,1.420681,1.0,1.420681,1.0,1.420681,1.0,1.420681,1.0,1.420681,1.0,Satellite,Satellite,Satellite,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
cda6e0d7-8641-4943-94e7-997c3a504b43,38.94270256,1.330989881,989,0.0,0,True,3,,0.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,1.413349,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
cf36cf3c-dc91-4d53-8f30-5a9a5c4e7200,39.09216585,1.559896146,1719,0.0,0,False,0,,0.0,,0.0,2.0703899999999997,1.0,2.0703899999999997,1.0,2.0703899999999997,1.0,2.0703899999999997,1.0,2.0703899999999997,1.0,2.0703899999999997,1.0,2.0703899999999997,1.0,2.0703899999999997,1.0,2.0703899999999997,1.0,2.0703899999999997,1.0,2.0703899999999997,1.0,2.0703899999999997,1.0,2.0703899999999997,1.0,Satellite,Satellite,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
d37197f2-d992-4674-a45f-4edfec32eb68,38.94475765,1.382562293,1217,0.0,0,True,1,,0.0,,0.0,0.994085,1.0,0.994085,1.0,0.994085,1.0,0.994085,1.0,0.994085,1.0,0.994085,1.0,0.994085,1.0,0.994085,1.0,0.994085,1.0,0.994085,1.0,0.994085,1.0,0.994085,1.0,0.994085,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
d3a1fe88-51a0-4558-a376-5c614106e50b,38.96691495,1.238187992,840,0.0,0,True,3,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,0.38354000000000005,1.0,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
d4e50261-9303-4b9b-8f52-ed9d7903dd58,38.94350397,1.3146801,463,0.0,0,True,3,,0.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,1.034901,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
d56c4db0-7934-4d78-a43e-f606e2ebe9d2,39.11067597,1.517970918,621,0.0,0,True,3,,0.0,,0.0,2.765274,1.0,2.765274,1.0,2.765274,1.0,2.765274,1.0,2.765274,1.0,2.765274,1.0,2.765274,1.0,2.765274,1.0,2.765274,1.0,2.765274,1.0,2.765274,1.0,2.765274,1.0,2.765274,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
d94433a9-0da0-4fd5-af57-ddfb321fc525,38.98952019,1.305319773,1085,0.0,0,True,3,,0.0,,0.0,1.6309010000000002,1.0,1.6309010000000002,1.0,1.6309010000000002,1.0,1.6309010000000002,1.0,1.6309010000000002,1.0,1.6309010000000002,1.0,1.6309010000000002,1.0,1.6309010000000002,1.0,1.6309010000000002,1.0,1.6309010000000002,1.0,1.6309010000000002,1.0,1.6309010000000002,1.0,1.6309010000000002,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
dd214ea7-eb13-4400-907b-b4f9c320b1ae,38.95421761,1.29261,484,0.0,0,True,3,,0.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,1.017962,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
de75c87b-2676-47be-8454-4c44c4e6f644,38.99313359,1.353724734,646,0.0,0,True,3,,0.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,0.982106,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
e13a657c-edf0-4013-92db-6c70136e3ac9,38.90685783,1.2754202,2817,0.0,0,True,1,,0.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,1.2875340000000002,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
e34166df-938f-4a6a-8297-8e62472c190a,38.92652564,1.374346836,2303,0.0,0,False,0,,0.0,,0.0,2.148231,1.0,2.148231,1.0,2.148231,1.0,2.148231,1.0,2.148231,1.0,2.148231,1.0,2.148231,1.0,2.148231,1.0,2.148231,1.0,2.148231,1.0,2.148231,1.0,2.148231,1.0,2.148231,1.0,Satellite,Satellite,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
e568a45b-e0bc-49cd-82c0-a64c1da4fb0e,38.97066928,1.418358779,1198,0.0,0,True,3,,0.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,1.2010239999999999,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
e8fc47f3-4cc1-4e0e-8483-095a08f064e0,38.96675571,1.323798873,1395,0.0,0,True,3,,0.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,0.30550700000000003,1.0,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
eadb65ff-99dc-4bd3-bb21-619a55a73b34,38.9399882,1.427518529,836,0.0,0,True,3,,0.0,,0.0,2.353907,1.0,2.353907,1.0,2.353907,1.0,2.353907,1.0,2.353907,1.0,2.353907,1.0,2.353907,1.0,2.353907,1.0,2.353907,1.0,2.353907,1.0,2.353907,1.0,2.353907,1.0,2.353907,1.0,Additional P2P microwave,Additional P2P microwave,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber,Fiber
