poi_id,closest_node_id,closest_node_distance,connected_node_id,connected_node_distance,fiber_path,upstream_node_id,upstream_node_distance
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,de75c87b-2676-47be-8454-4c44c4e6f644,1918.928,de75c87b-2676-47be-8454-4c44c4e6f644,2409.501,"['de75c87b-2676-47be-8454-4c44c4e6f644', '249cd328-89bc-4d29-a98f-1c733aae4201']",249cd328-89bc-4d29-a98f-1c733aae4201,1427.395
798ec30c-be58-4b93-9ebb-e6979cf73336,99fbad83-671b-47b4-9241-af3aa1e160ce,910.853,99fbad83-671b-47b4-9241-af3aa1e160ce,1349.444,"['99fbad83-671b-47b4-9241-af3aa1e160ce', '8212c26b-ccf0-4c70-8c8b-0bd759f2cbff']",8212c26b-ccf0-4c70-8c8b-0bd759f2cbff,727.908
2b2ca058-e2b5-4ce2-a075-c3075f9027ef,c43ce78b-33f7-45b5-8763-ae7bca7fb995,1474.225,c43ce78b-33f7-45b5-8763-ae7bca7fb995,1474.225,['c43ce78b-33f7-45b5-8763-ae7bca7fb995'],c43ce78b-33f7-45b5-8763-ae7bca7fb995,1474.225
005e4a38-ee50-41b2-a7ba-fd8fd86c5179,a6463bd7-3a3e-419a-9cf5-5de7f4d23110,2383.833,a6463bd7-3a3e-419a-9cf5-5de7f4d23110,2389.895,"['a6463bd7-3a3e-419a-9cf5-5de7f4d23110', '563a183d-5d94-4e7f-810c-b5bf6d28a766']",563a183d-5d94-4e7f-810c-b5bf6d28a766,1863.578
08d556b6-931d-4029-a82c-e651113c6d63,4bff2522-5be9-48b5-a093-603936f6af1c,2808.997,4267fc81-0e9f-40ca-84c8-84529958dc22,8117.248,"['4267fc81-0e9f-40ca-84c8-84529958dc22', 'a877cb39-2290-48c3-b6a6-0f4feaf0146a', '96f84def-7438-4e29-b45b-3368a83544ca', '4bb7174d-f3a5-485b-bd5d-423a370c713d', '23dd6a45-3656-435b-b3b1-c16efab9daeb', 'c30b6800-1281-4cee-8dd9-ba3e5c5802fd', 'a7a55e1e-6078-4457-89fd-ab69814da42e']",a7a55e1e-6078-4457-89fd-ab69814da42e,582.547
1fa23b03-6f38-49e7-98de-c0d5a352d05a,297568af-379d-4dab-badd-4ba76e48d900,1030.187,297568af-379d-4dab-badd-4ba76e48d900,1030.187,['297568af-379d-4dab-badd-4ba76e48d900'],297568af-379d-4dab-badd-4ba76e48d900,1030.187
eadb65ff-99dc-4bd3-bb21-619a55a73b34,926790f6-1345-4cab-92eb-0d28185e2d54,2825.867,541c5949-ab47-4a42-83df-2f5653718d5a,8370.111,"['541c5949-ab47-4a42-83df-2f5653718d5a', 'ba2f6994-38f1-4619-a7ee-4c6569749c21', '955bca73-4483-45af-ae38-adddd0751bf7', '5a88dfd9-2448-4643-8446-ec81f79f236e', '1914138c-459b-4d5d-8aff-23f1aca8965c']",1914138c-459b-4d5d-8aff-23f1aca8965c,2353.907
6e4190d2-b21e-4c48-8cde-59bb39329f62,8ad3e27f-e257-40bb-bdde-005c547536e8,1879.1,8ad3e27f-e257-40bb-bdde-005c547536e8,1879.1,['8ad3e27f-e257-40bb-bdde-005c547536e8'],8ad3e27f-e257-40bb-bdde-005c547536e8,1879.1
b4129fb7-6eff-4f64-9302-d56ca0ffd434,f1258afa-9fe6-46f8-89a4-75826b810986,5308.899,f1258afa-9fe6-46f8-89a4-75826b810986,6115.857,"['f1258afa-9fe6-46f8-89a4-75826b810986', '04da0ba1-3b87-4a8e-bb66-72ac9a19f1cd', 'ef6eb534-04e9-4265-bc5b-1543f3452634']",ef6eb534-04e9-4265-bc5b-1543f3452634,2831.498
c397425a-2403-401c-a663-74d40571c94a,de75c87b-2676-47be-8454-4c44c4e6f644,2818.682,b7e56176-ea86-45a8-b494-4a9cefb4a75b,3726.247,"['b7e56176-ea86-45a8-b494-4a9cefb4a75b', 'f01b7a6c-8d4e-4a7c-89f8-ef79eff4aab5']",f01b7a6c-8d4e-4a7c-89f8-ef79eff4aab5,1615.895
9197581a-d64d-40ee-964b-f6c1822fd28f,541c5949-ab47-4a42-83df-2f5653718d5a,4454.387,541c5949-ab47-4a42-83df-2f5653718d5a,4984.9169999999995,"['541c5949-ab47-4a42-83df-2f5653718d5a', 'ba2f6994-38f1-4619-a7ee-4c6569749c21', '0b373675-de87-476b-9262-a0f7d9fe97c7', '775b863e-688e-45e8-b12e-956a3144bd35']",775b863e-688e-45e8-b12e-956a3144bd35,331.02
9b09549f-3f66-4a26-beda-db793cd49363,ff8e3dfc-15b8-44e4-b972-8fd7bf356f8d,1173.878,ff8e3dfc-15b8-44e4-b972-8fd7bf356f8d,1291.077,"['ff8e3dfc-15b8-44e4-b972-8fd7bf356f8d', 'd3a1fe88-51a0-4558-a376-5c614106e50b']",d3a1fe88-51a0-4558-a376-5c614106e50b,907.537
7e7edbb0-41db-4dda-b507-37cb0493d1fa,8ad3e27f-e257-40bb-bdde-005c547536e8,1322.45,8ad3e27f-e257-40bb-bdde-005c547536e8,1322.45,['8ad3e27f-e257-40bb-bdde-005c547536e8'],8ad3e27f-e257-40bb-bdde-005c547536e8,1322.45
c571aaff-74e9-41d4-8e51-e0aab8fffe1f,4c378326-6260-476a-bf24-8862b7ada7e0,2187.793,a6463bd7-3a3e-419a-9cf5-5de7f4d23110,5012.773,"['a6463bd7-3a3e-419a-9cf5-5de7f4d23110', 'd4e50261-9303-4b9b-8f52-ed9d7903dd58', 'cda6e0d7-8641-4943-94e7-997c3a504b43', 'f5d03633-ba23-4de9-80ea-e5ae1b82acfa', 'ae0ccc6e-5f91-4a58-a60b-68e8ebcdc797']",ae0ccc6e-5f91-4a58-a60b-68e8ebcdc797,725.749
e8fc47f3-4cc1-4e0e-8483-095a08f064e0,4c378326-6260-476a-bf24-8862b7ada7e0,1490.77,a6463bd7-3a3e-419a-9cf5-5de7f4d23110,6169.499,"['a6463bd7-3a3e-419a-9cf5-5de7f4d23110', 'd4e50261-9303-4b9b-8f52-ed9d7903dd58', 'cda6e0d7-8641-4943-94e7-997c3a504b43', 'f5d03633-ba23-4de9-80ea-e5ae1b82acfa', 'ae0ccc6e-5f91-4a58-a60b-68e8ebcdc797', 'c571aaff-74e9-41d4-8e51-e0aab8fffe1f', 'f1de709c-0da1-4ea3-b1d7-7cb3336246b3']",f1de709c-0da1-4ea3-b1d7-7cb3336246b3,305.507
18f3f320-cd31-4249-829c-71d90dc9a918,546946f0-9fba-4ff1-ab05-c8cc691651d6,1954.501,546946f0-9fba-4ff1-ab05-c8cc691651d6,2251.043,"['546946f0-9fba-4ff1-ab05-c8cc691651d6', '74529871-b1ea-4c57-8874-709bf7554e64']",74529871-b1ea-4c57-8874-709bf7554e64,401.772
2f4c020c-6569-4220-9152-d47361213edb,278a16fe-081f-4d8d-bd4b-8fd8400ae23f,1055.768,278a16fe-081f-4d8d-bd4b-8fd8400ae23f,1055.768,['278a16fe-081f-4d8d-bd4b-8fd8400ae23f'],278a16fe-081f-4d8d-bd4b-8fd8400ae23f,1055.768
760b035f-e361-4d37-a95f-5b6f7ac93bbf,278a16fe-081f-4d8d-bd4b-8fd8400ae23f,2885.085,278a16fe-081f-4d8d-bd4b-8fd8400ae23f,2996.833,"['278a16fe-081f-4d8d-bd4b-8fd8400ae23f', '5b9fbca7-20b7-4b7a-8555-1be8137a8e12']",5b9fbca7-20b7-4b7a-8555-1be8137a8e12,2336.128
1472ba6a-9a43-4921-a751-efedc0e5fcf4,a6463bd7-3a3e-419a-9cf5-5de7f4d23110,2216.297,a6463bd7-3a3e-419a-9cf5-5de7f4d23110,4422.787,"['a6463bd7-3a3e-419a-9cf5-5de7f4d23110', 'd4e50261-9303-4b9b-8f52-ed9d7903dd58', 'cda6e0d7-8641-4943-94e7-997c3a504b43']",cda6e0d7-8641-4943-94e7-997c3a504b43,1974.537
03116452-1288-434e-83d5-fed21199c4a8,090dcd28-f45e-42b6-be51-73fa90b3e7f7,478.98,090dcd28-f45e-42b6-be51-73fa90b3e7f7,478.98,['090dcd28-f45e-42b6-be51-73fa90b3e7f7'],090dcd28-f45e-42b6-be51-73fa90b3e7f7,478.98
07514ee2-1dd3-4e93-a5fb-8a1a70b64edd,8ad3e27f-e257-40bb-bdde-005c547536e8,277.562,8ad3e27f-e257-40bb-bdde-005c547536e8,277.562,['8ad3e27f-e257-40bb-bdde-005c547536e8'],8ad3e27f-e257-40bb-bdde-005c547536e8,277.562
5529ea39-d40f-4c80-a308-07fe2fb85cfa,f4723800-dc71-4c6e-a2c3-31a8ad7b31e0,3699.657,99fbad83-671b-47b4-9241-af3aa1e160ce,6259.089999999999,"['99fbad83-671b-47b4-9241-af3aa1e160ce', '8212c26b-ccf0-4c70-8c8b-0bd759f2cbff', '1f8a8a01-714b-40f2-b55d-fbcb916dd75f', 'ef55a242-71c2-4895-9d7f-7cc87011cc24', '1e1ce347-2c9a-42a9-8cad-29811f0a9f8e']",1e1ce347-2c9a-42a9-8cad-29811f0a9f8e,964.592
ba2f6994-38f1-4619-a7ee-4c6569749c21,541c5949-ab47-4a42-83df-2f5653718d5a,1395.677,541c5949-ab47-4a42-83df-2f5653718d5a,1395.677,['541c5949-ab47-4a42-83df-2f5653718d5a'],541c5949-ab47-4a42-83df-2f5653718d5a,1395.677
1914138c-459b-4d5d-8aff-23f1aca8965c,3555590c-de40-4e86-93df-8524dbc6c4c7,3091.008,541c5949-ab47-4a42-83df-2f5653718d5a,6016.204,"['541c5949-ab47-4a42-83df-2f5653718d5a', 'ba2f6994-38f1-4619-a7ee-4c6569749c21', '955bca73-4483-45af-ae38-adddd0751bf7', '5a88dfd9-2448-4643-8446-ec81f79f236e']",5a88dfd9-2448-4643-8446-ec81f79f236e,1155.883
386b10fd-d902-4f9a-aa89-70120f982487,3555590c-de40-4e86-93df-8524dbc6c4c7,2092.677,546946f0-9fba-4ff1-ab05-c8cc691651d6,3597.7380000000003,"['546946f0-9fba-4ff1-ab05-c8cc691651d6', '74529871-b1ea-4c57-8874-709bf7554e64']",74529871-b1ea-4c57-8874-709bf7554e64,1748.467
c30b6800-1281-4cee-8dd9-ba3e5c5802fd,f3a93c78-b5be-4486-882f-d2b2f50e6f21,2576.441,4267fc81-0e9f-40ca-84c8-84529958dc22,6282.852999999999,"['4267fc81-0e9f-40ca-84c8-84529958dc22', 'a877cb39-2290-48c3-b6a6-0f4feaf0146a', '96f84def-7438-4e29-b45b-3368a83544ca', '4bb7174d-f3a5-485b-bd5d-423a370c713d', '23dd6a45-3656-435b-b3b1-c16efab9daeb']",23dd6a45-3656-435b-b3b1-c16efab9daeb,1180.186
cf36cf3c-dc91-4d53-8f30-5a9a5c4e7200,f137ce08-41d0-4cb7-906f-50874f75fd80,2857.491,f137ce08-41d0-4cb7-906f-50874f75fd80,3002.8849999999998,"['f137ce08-41d0-4cb7-906f-50874f75fd80', '8dc18b71-d2aa-4396-aed1-3918a7c78302']",8dc18b71-d2aa-4396-aed1-3918a7c78302,2070.39
